analysis_type,analysis_label,direction,pathway_library,pathway,candidate_gene,row_position,Gene.name,Accession,candidate_origin,log2FC,t_statistic,p_value,q_value
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,ECM Proteoglycans R-HSA-3000178,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,ER To Golgi Anterograde Transport R-HSA-199977,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Elastic Fibre Formation R-HSA-1566948,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Erythropoietin Activates STAT5 R-HSA-9027283,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Extracellular Matrix Organization R-HSA-1474244,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,FGFR1 Mutant Receptor Activation R-HSA-1839124,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,FLT3 Signaling In Disease R-HSA-9682385,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,FLT3 Signaling R-HSA-9607240,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Gene Expression (Transcription) R-HSA-74160,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Generic Transcription Pathway R-HSA-212436,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Golgi-to-ER Retrograde Transport R-HSA-8856688,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Growth Hormone Receptor Signaling R-HSA-982772,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,HSP90 Chaperone Cycle For Steroid Hormone Receptors (SHR) In Presence Of Ligand R-HSA-3371497,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Immune System R-HSA-168256,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Immune System R-HSA-168256,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Immune System R-HSA-168256,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Innate Immune System R-HSA-168249,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Integrin Cell Surface Interactions R-HSA-216083,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Interleukin-15 Signaling R-HSA-8983432,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Interleukin-2 Family Signaling R-HSA-451927,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Interleukin-2 Signaling R-HSA-9020558,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Interleukin-20 Family Signaling R-HSA-8854691,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Interleukin-21 Signaling R-HSA-9020958,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,"Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988",STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Interleukin-7 Signaling R-HSA-1266695,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Interleukin-9 Signaling R-HSA-8985947,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,MHC Class II Antigen Presentation R-HSA-2132295,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Membrane Trafficking R-HSA-199991,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Metabolism Of Non-Coding RNA R-HSA-194441,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Metabolism Of Proteins R-HSA-392499,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Metabolism Of RNA R-HSA-8953854,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Metabolism Of RNA R-HSA-8953854,SRRM2,1964,SRRM2,Q9UQ35,Level 1,2.006112562196126,4.519910729808156,0.000265101752897,0.0347283296295083
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Molecules Associated With Elastic Fibres R-HSA-2129379,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Non-integrin membrane-ECM Interactions R-HSA-3000171,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Post-translational Protein Modification R-HSA-597592,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,SRRM2,1964,SRRM2,Q9UQ35,Level 1,2.006112562196126,4.519910729808156,0.000265101752897,0.0347283296295083
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Prolactin Receptor Signaling R-HSA-1170546,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,RMTs Methylate Histone Arginines R-HSA-3214858,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,RNA Polymerase II Transcription R-HSA-73857,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Regulation Of Complement Cascade R-HSA-977606,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Regulation Of TP53 Activity R-HSA-5633007,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Regulation Of TP53 Activity Thru Methylation R-HSA-6804760,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,STAT5 Activation R-HSA-9645135,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By CSF3 (G-CSF) R-HSA-9674555,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By Erythropoietin R-HSA-9006335,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By FGFR In Disease R-HSA-1226099,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By FGFR1 In Disease R-HSA-5655302,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By FLT3 Fusion Proteins R-HSA-9703465,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By Interleukins R-HSA-449147,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By KIT In Disease R-HSA-9669938,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By Leptin R-HSA-2586552,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By PDGF R-HSA-186797,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Signaling By SCF-KIT R-HSA-1433557,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Syndecan Interactions R-HSA-3000170,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Transcriptional Regulation By TP53 R-HSA-3700989,PRMT5,1942,PRMT5,O14744,Level 1,1.2524197773700685,4.569500728442959,0.0002376712892789,0.03335886310236
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Transport To Golgi And Subsequent Modification R-HSA-948021,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,Vesicle-mediated Transport R-HSA-5653656,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,mRNA Splicing - Major Pathway R-HSA-72163,SRRM2,1964,SRRM2,Q9UQ35,Level 1,2.006112562196126,4.519910729808156,0.000265101752897,0.0347283296295083
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,Reactome_2022,mRNA Splicing R-HSA-72172,SRRM2,1964,SRRM2,Q9UQ35,Level 1,2.006112562196126,4.519910729808156,0.000265101752897,0.0347283296295083
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,Acute myeloid leukemia,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,Amyotrophic lateral sclerosis,DCTN6,49,DCTN6,O00399,Level 2,0.9997194439326442,4.359387970664949,0.0003779481084662,0.0436863548903654
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,Chemical carcinogenesis,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,Chemokine signaling pathway,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,Chronic myeloid leukemia,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,Complement and coagulation cascades,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,ECM-receptor interaction,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,ErbB signaling pathway,STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,Focal adhesion,VTN,1943,VTN,P04004,Level 2,0.7528888130252227,4.646312120043788,0.000200748631853,0.0303439278147051
primary_fdr,PRIMARY — FDR-supported pathway analysis,increased,KEGG_2021_Human,"Growth hormone synthesis, secretion and action",STAT5B,1953,STAT5B,P51692,Level 1,1.075145403737274,5.406154307033573,3.887814536026519e-05,0.0110929915834416
