Accession,PeptideCounts,Name,Gene.name,NDM_B1_01,NDM_B1_02,NDM_B1_03,NDM_B1_04,NDM_B1_05,NDM_B2_06,NDM_B2_07,NDM_B2_08,NDM_B2_09,NDM_B2_10,DM_B1_11,DM_B1_12,DM_B1_13,DM_B1_14,DM_B1_15,DM_B2_16,DM_B2_17,DM_B2_18,DM_B2_19,DM_B2_20,Number of samples imputed,Fold-change (DM/NDM,pValue,qValue,tStatistic,RepeatedlySignificant
Q96FW1,8,Ubiquitin thioesterase OTUB1,OTUB1,17134844.5866829,24077933.1729928,22778786.1738592,14319646.4760142,16025197.3145476,12346170.9926264,8434407.95553386,10517225.8127355,16447771.8053185,12325441.7633626,8146370.87763573,12512359.1685481,8720153.01089808,10661457.5791411,25870150.9822727,18533061.2981605,15718640.4907563,12160810.3103103,10917000.8654368,4453383.05771006,0,0.826989937624387,0.20309919384257,0.544755748559004,-1.31447441100613,False
Q96FZ7,2,Charged multivesicular body protein 6,CHMP6,1447167.88494843,976000.62646641,1648682.8915769,2527664.04620767,1374888.38588645,461217.294537609,958315.95553386,1731289.24588808,2400966.65861109,971990.659566117,1038668.49318446,1225335.87166406,2381021.78282268,810521.50793456,1800473.46046159,3110159.71185407,426460.340412965,530636.532687233,2111651.18922952,697798.217219416,4,0.974792942992438,0.672022548347962,0.768734109029445,-0.42947861987679,False
Q96G03,15,Phosphoglucomutase-2,PGM2,33384382.8307959,20820138.1415078,21842821.5066798,33524921.1277217,31573142.9476305,36746704.0373574,51084195.6909559,59736434.3659836,36765903.8792561,57985995.0938414,21985767.8150423,10378547.0903526,24614859.5481219,55570755.0134969,42555068.4296012,63515046.0121286,69237766.3183673,44421824.2915643,38154571.5337312,67942749.5844875,0,1.14320046841694,0.74733471926431,0.798823546685696,0.326496239577352,False
Q96GK7,5,Fumarylacetoacetate hydrolase domain-containing protein 2A;Fumarylacetoacetate hydrolase domain-containing protein 2B,FAHD2A;FAHD2B,3513083.9817639,10515501.9756865,4701230.20724999,4161431.07885377,1348266.88355108,3809300.43765835,3614876.60464187,2792457.40880272,3607998.53674423,4030410.12017412,2323323.12817533,2803561.54965555,1448396.76304051,5582607.34928425,1335863.12710763,3374820.06262381,3707082.5937575,3100411.34470834,632793.923828902,3173117.56925208,1,0.652862964157776,0.102302122393623,0.437355574810954,-1.70972139835448,False
Q96H20,2,Vacuolar-sorting protein SNF8,SNF8,2764178.46532279,1115708.98080287,3108469.97710755,1423455.95987287,864057.951003215,2552708.12750647,1527051.67537943,1659760.43218782,2097581.11698082,4807002.31438664,1368191.24325917,4074316.88422976,4195985.84373349,3558405.75255624,1573317.504482,2053469.53903376,4173426.89379289,4826566.08372008,413672.825226352,1417211.5276725,12,1.26161476447905,0.63295705790796,0.7585186811081,0.484747913680074,False
Q96HC4,12,PDZ and LIM domain protein 5,PDLIM5,15367855.2562876,3338708.6562008,8835256.45091712,12781538.3136223,9785512.4748287,23174935.494539,25044443.7228188,15196223.4820362,22209655.2160632,21218406.0483123,5157889.0576955,2059831.27026166,4114185.67835799,18252977.993456,17365786.9775392,18084979.3741662,9358128.60552221,12853041.0510511,20906927.1102369,17993942.9316713,0,0.803731459049232,0.244738247564557,0.58311339070537,-1.19733816592152,False
Q96HE7,6,ERO1-like protein alpha,ERO1L,1908662.5009047,2661567.86754417,1203019.29366964,3061300.02637134,1363564.46764635,5681917.99324387,2893858.72326263,1251196.0917486,3518837.52578385,3741113.68921716,1168116.10142786,1172629.61782158,3385863.6190811,2212938.5205317,1601705.8162918,4821527.73830604,4045705.58434574,4818572.26435526,1699326.93452704,3334876.53831948,0,1.03577874984806,0.916490416048719,0.827540449847929,0.1061465456078,False
Q96I99,16,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCLG2,37982420.0015509,13444738.6522652,63842478.0828331,56240930.3623167,21612212.6847915,59769103.04026,42586751.5465519,27859313.7057797,77753103.0796874,45502500.6468993,24904273.7614146,34201584.4795647,31662550.592228,42078625.790593,34458358.7932741,33405149.7097231,31831279.1073229,36686528.4466284,38395425.0131127,39160007.7885503,0,0.776508711517255,0.406214307278911,0.666605052619602,-0.84789962026391,False
Q96IJ6,3,Mannose-1-phosphate guanyltransferase alpha,GMPPA,3037642.7969172,1814910.20617882,743146.57046834,2753678.39389295,958312.317246469,1699123.8764025,4058203.48557735,3123653.848709,2491638.87314707,2849883.28273746,1111002.75539598,3518366.89074953,2328281.74801713,895296.416196319,2357745.65557034,3088742.80052557,2991962.53306122,2340998.50505051,2530313.6933894,3034922.17590028,4,1.0283652371277,0.768099914923705,0.807231985594737,0.298771756320939,False
Q96IU4,8,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,92663674.2355313,82548243.3968865,109378174.795592,95788577.1968886,94842962.4964198,139073488.244186,110993457.823733,95374613.8978223,104860736.995778,79779926.3148505,70594950.5869168,44617054.3497453,50072773.360556,129646748.793456,60390669.8388145,128644093.693147,93024842.2328932,107635927.340977,92149696.1114126,129141670.175439,0,0.901138915979771,0.1901812146314,0.534740430164704,-1.35459889343271,False
Q96IX5,2,Up-regulated during skeletal muscle growth protein 5,USMG5,3343269.4227389,10015308.659261901,4083087.26511947,4570332.21577075,2914570.66557977,3513644.92473866,828129.637046241,932364.776899752,5805876.22594556,3363121.02654678,2081898.60650838,1019271.59567124,4516506.53830552,4711242.77925692,2550875.52656003,3900821.7233949,6037864.21728691,4847996.32286832,3055289.76844818,5398979.39473684,2,0.968276156696324,0.766734207899134,0.807231985594737,0.300587583266696,False
Q96IZ0,2,PRKC apoptosis WT1 regulator protein,PAWR,2820416.60048253,381879.616284765,1477226.46991398,1034996.54941445,1535801.9398028,545645.779094212,2226504.54477678,4019524.33290453,1552006.07214087,2515705.22475558,3649481.75410867,2981493.79473695,3318996.34902474,2112722.19525562,3654578.04527736,2785286.30697392,3028041.632509,1733213.11142961,3445472.40504612,2749172.33518006,7,1.62666672181797,0.0148329148405224,0.210432875997758,2.65837161678883,False
Q96JQ2,2,Calmin,CLMN,3305036.80321171,2257285.34301662,2338651.84950038,2540543.10258464,3978607.20130428,1589586.05479163,769306.919747936,718310.723127814,3512329.64834522,932977.655391422,2136716.05280067,2063753.47031666,2437374.59080583,1414643.87462394,2790264.04928379,1681619.60388705,2041251.33791116,1697836.20870871,1875908.39535025,1942169.64912281,11,0.915183475335612,0.770826579366825,0.807535787260068,0.295149484603658,False
Q96JY6,5,PDZ and LIM domain protein 2,PDLIM2,4454313.6353137,2257187.80919377,964543.621708161,5995170.08762073,4423946.02227412,5681387.43153383,3657591.91683678,4257381.25241202,5571555.71597341,6464221.38061086,7429561.37746741,3472477.33498657,875161.92193877,8048647.51206544,4173831.41099217,4604362.90701435,6547728.3067467,8449295.69086054,4318207.1003346,1574046.8578024,7,1.13186319976944,0.873424789809537,0.825812662811676,0.161299888612452,False
Q96K17,5,Transcription factor BTF3 homolog 4,BTF3L4,1705150.74275596,6959634.22769809,4159651.98747638,10352127.2765231,3424146.98638437,14196504.9563903,19655678.9979586,16574419.7123955,21248361.8304735,2958719.56105045,1606962.57770214,6210465.66639169,5754300.23932502,6279382.18139059,7492455.99805092,16059165.4817061,11490564.9310924,15525017.6940577,16116055.6203653,2921153.24976916,0,0.883647524238891,0.914008010569186,0.826745231285015,-0.109314870576943,False
Q96KP4,17,Cytosolic non-specific dipeptidase,CNDP2,66856933.9603743,57603962.3228966,75935016.579163,57303446.4014111,87031517.8049748,57048647.8720309,85953161.218603,58755811.2537903,90487511.8767406,92477492.1180333,60871252.1467707,63392220.2681776,94990178.9177641,74785381.6507157,84916428.7550661,65914135.5714574,75082221.4328932,71941823.0644281,86200192.6207271,96272141.4589104,0,1.06157003070408,0.513443655092093,0.721090302628091,0.66494485027509,False
Q96LJ7,2,Dehydrogenase/reductase SDR family member 1,DHRS1,2835999.75851061,2096970.57508309,1455485.72492122,2428978.68062343,2254077.39804799,3786221.00327161,2881717.90374556,2587569.00268891,3507350.81811902,2889805.21168788,1904398.829653,1309549.76087337,1683146.67578149,1067903.9390593,1648698.12299339,1994691.18837003,1662249.4395388,1700897.67144417,1407260.39952975,1159610.48437169,11,0.581436316952082,0.00214835589110201,0.113801199931822,-3.50493658616327,False
Q96MM6,10,Heat shock 70 kDa protein 12B,HSPA12B,2433686.60338098,3149174.62012419,3021962.7150668,5713158.47023104,2721240.49780784,4454596.11749427,2605551.10153546,3530414.941744,6874632.97691133,10050683.5199458,1567862.97650672,885808.595179171,3978730.9164661,2864382.85615542,4527854.6550444,2907016.48902365,7929414.21719088,6012032.48739649,6641555.82144149,8095249.84302862,0,1.01918539658043,0.787403727297482,0.811510678024041,-0.273212180835798,False
Q96PD5,14,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,13367763.4373304,21945573.1034634,13962280.2671928,29996892.2858052,13597555.1332922,29887867.5308178,36626514.0041715,58444107.0596343,35471306.1494924,26082694.1243845,20798815.6358957,18523604.1218016,4280724.27553476,35113170.7492843,10422507.9105436,51465193.6648474,37709838.8432173,39114438.4771135,38202742.2296075,72755029.1320406,0,1.17539932755764,0.904752459944996,0.826708499711055,0.121138258370545,False
Q96PU8,2,Protein quaking,QKI,1238583.43015742,2738569.23293303,5936222.49501141,3462008.96062022,1777440.1315311,801985.233452721,3210034.9758587,1986921.03266563,3834175.33855898,5027409.11574966,1175400.59861335,2564434.58710056,1664633.82140427,1671342.28515337,2107226.14477307,698522.39089419,2117717.48897959,1727770.51101101,709545.899258455,1012238.11172669,9,0.514732006471544,0.0283359841925518,0.272440420479985,-2.35778504973568,False
Q96Q06,71,Perilipin-4,PLIN4,1946345390.24737,3936488707.88875,2756798768.4552,3149068390.94353,2270136773.00668,2572561091.55554,3390102825.90752,2553913537.90315,2973125123.48396,2056552175.62264,1618444206.62461,2806401763.48848,2668155552.34052,1438192176.76892,2376682791.12397,2507974222.47827,2949331756.35054,4302885874.69287,1890573048.15518,2076382466.29732,0,0.892408659886628,0.261516353431648,0.587927183588789,-1.15441058499754,False
Q96Q89,3,Kinesin-like protein KIF20B,KIF20B,119353305.283429,688462164.504613,349885155.717558,82707632.0238267,462098219.96519,493422390.337026,521093631.836336,573398326.968667,183602838.859941,248202733.22629,357435520.928109,333535777.78019,200084435.748056,426083734.139059,6113225.38494261,395755324.944411,491995062.842737,482341958.035308,341234448.788208,274094167.7747,2,0.888896402835935,0.535998139350403,0.727049936758826,-0.629385261453221,False
Q96QK1,25,Vacuolar protein sorting-associated protein 35,VPS35,70942870.3272417,64759505.5995277,89358843.7172906,60483428.280369,42950592.437595,32815241.7659624,62565905.7242389,53790870.0675365,67355182.9220196,62992997.4074074,43346252.3252532,51344303.6854521,48412441.6709484,55534062.5374233,60994923.4770906,64414232.3351526,59913742.3342137,66800266.4814815,60755923.9989148,63620326.9067405,0,0.945924132138495,0.771062423885309,0.807535787260068,-0.29483636458193,False
Q96R05,4,Retinoid-binding protein 7,RBP7,3215244.221767,2158662.29108206,1544544.8317421,7148690.05875719,4290611.70324326,1669810.3419228,5184560.64986243,1963736.42318295,295280.783096757,1214004.66324128,1428081.90223311,5575460.52244152,4310797.25438763,7905699.7406953,1651000.19204591,4523965.07107338,1596904.02108043,1265404.5973246,888791.593913909,864086.277931671,3,1.04619273008799,0.89376250690734,0.826708499711055,0.13520045768576,False
Q96RW7,3,Hemicentin-1,HMCN1,11898251.5314576,10809733.3382893,12484737.3802398,22014596.6226135,30875177.8051951,3903342.5007629,11949140.4491262,14458874.2823331,21255451.3147328,3181460.47377435,8684174.06809528,17179738.0094429,6493741.71935423,29871339.1815743,40417051.3697677,2907545.42215484,6359524.64619448,1563046.80771681,74122024.4546934,33560411.9138122,8,1.54839607917253,0.900580921970756,0.826708499711055,0.1264728395417,False
Q96S66,5,Chloride channel CLIC-like protein 1,CLCC1,6341957.80927702,6600917.15812489,25058539.8456702,6093740.25798803,21470148.9832338,13202497.5926307,3664227.3051389,4125486.58513278,4227508.0469859,3797732.56194248,26721163.9598207,9637251.27995832,14734353.0204666,5469701.54269939,25329502.9901309,3394919.52160906,5294832.21647059,4100574.21225771,4804900.14867065,3388309.43536473,1,1.08767721008798,0.886973171748223,0.825812662811676,0.143901584401905,False
Q96S97,2,Myeloid-associated differentiation marker,MYADM,1950795.66873768,5448020.60232639,3796937.24996836,3739234.98030824,2781039.21824658,5444105.42144785,5701537.83069402,2398920.13006524,2266145.45243985,3508636.19767359,2711220.8094803,4797878.16058478,1841047.5482436,3703799.68899796,4869879.5613031,1751222.03549626,2488829.61887155,2763565.4031759,1876037.32939953,3644546.01765394,9,0.822133649826393,0.338413540085971,0.626458497370308,-0.980030293573593,False
Q96TC7,3,Regulator of microtubule dynamics protein 3,RMDN3,1768197.11531005,3262290.23285814,1488840.08986406,1285179.62409276,2842346.65509749,1161451.86736566,4926195.21784858,2045569.5077644,3641245.01540742,2820273.4129023,3723043.79608728,1712378.44470013,1238260.67594998,2416046.66413088,734558.477879529,2140894.62943198,784253.718170468,3920968.3984439,2230894.78902152,1439502.15927978,4,0.805844749465458,0.321971965070555,0.61820388738581,-1.01473946803385,False
Q99426,4,Tubulin-folding cofactor B,TBCB,125008.602701004,1773888.19275844,790163.560176902,328212.609634792,1588075.91484904,737404.432607436,537929.437632255,2380562.39208531,498369.752506513,1189560.98203932,2653792.44693455,2277580.99745282,2855669.4204819,1346359.31999382,1676587.00878631,1282228.62844513,2675598.42449123,1666666.96906118,683548.309346019,481108.477469991,12,1.76890430122596,0.0324557973855258,0.274703142797361,2.29300987116762,False
Q99436,5,Proteasome subunit beta type-7,PSMB7,12685364.9604518,20084559.7350009,15120751.3928136,12004377.5485065,14125043.8338584,19703735.5066036,14606977.9235821,13246140.2177708,15445340.1001707,11229743.2016699,12145546.357048,15458878.1477944,19940153.9782038,18921086.8286299,14983466.4132352,16678772.863958,16117126.0667467,17977589.5076895,15538007.2698499,13960920.7894737,0,1.09085550734503,0.432076572356102,0.679014768252282,0.801308665291624,False
Q99439,3,Calponin-2,CNN2,5495300.5839817,1768820.87484695,5631882.22022506,6561117.60824683,6217037.00323867,6485851.62438169,2803617.44235378,3886341.63176514,3767514.46972419,7367122.34389495,5024298.75361116,1481239.13801088,3797233.3054792,2207969.74773006,4057028.31536367,3052548.66197696,8987465.22064826,1882629.5010465,4604273.42584554,2223472.27977839,1,0.746593030998865,0.165087359103136,0.521118528909864,-1.43917275154539,False
Q99447,3,Ethanolamine-phosphate cytidylyltransferase,PCYT2,1936803.88942022,597265.146803393,1634051.23222787,2909434.81427291,3827533.55379146,2041375.23680846,599167.26944617,29558.3944379818,1117816.59115677,1314438.14065511,7816763.7663153,941449.73664901,2336177.70978324,9309186.95051125,3084053.98694515,8580051.00667071,11784106.2956975,1442374.15156065,734383.386132212,624149.338504155,9,2.91443752948479,0.0543120149551566,0.353332145682743,2.04031872346634,False
Q99460,17,26S proteasome non-ATPase regulatory subunit 1,PSMD1,15772463.2027554,18771960.9340563,29110219.9491698,19900287.6864355,14557411.6212078,18271218.8894961,30214240.6337091,12075746.7835156,20392013.1376336,16478159.3188468,12430880.351486,10027848.3061248,13419624.5634008,30344677.7128834,20135523.750116,20459889.133212,31757684.9243697,19222584.3534444,19610543.8212154,18848869.2843952,0,1.00365342357168,0.914492927757887,0.826745231285015,-0.108695875412536,False
Q99471,6,Prefoldin subunit 5,PFDN5,12868948.2675059,8506555.61658212,13448984.1183306,17522327.0699477,17401362.2148538,22137687.3514112,9042375.40871572,9698036.27768079,16100194.9829306,5869823.25033897,12303030.8618629,8475333.32573521,12842678.2548203,7143948.64887526,14153846.4060421,4576178.32730948,6958419.74722689,17937620.4108654,7346200.14111955,15273843.4025854,0,0.807044419174127,0.276377644636174,0.593131287249533,-1.11806421725367,False
Q99497,14,Protein deglycase DJ-1,PARK7,340112232.015923,407739283.820185,386026829.76073,415213541.462568,532080034.689022,535031692.446898,453313140.330168,446209276.725168,433245273.973587,354358117.919075,349755242.121866,412412573.368936,424281715.933368,367918515.296524,466619693.538657,447915687.867394,497927471.980792,502590132.405132,428364251.329354,395177758.818098,0,0.997591079031168,0.984762927739606,0.843797505224354,0.0193305945293381,False
Q99536,13,Synaptic vesicle membrane protein VAT-1 homolog,VAT1,119411278.95934,90942010.3244709,122019166.711255,83948495.1091577,81896635.6066448,89679519.4437545,105477791.297595,127687090.002757,117546451.455395,163801266.416899,62174572.186618,83546918.6197464,98801107.6665134,125755817.476483,89471460.3680042,115337647.349909,107366733.008403,96257490.8408408,122793019.488153,128604022.391505,0,0.934415566570482,0.519840377348244,0.721310207615658,-0.654773687654851,False
Q99538,3,Legumain,LGMN,4855899.25007108,14874212.6889103,7818820.69799522,10466269.3861146,14371081.6938025,5994684.12131234,11189752.9479897,5839602.04621887,10488592.3722038,21855951.8943124,8971341.43142952,7437438.04221663,10199035.9709565,13457730.0265849,9163549.79194382,14031084.7329695,5612453.94021609,13937309.1031941,18123167.948544,7595436.53277932,0,1.00718000441867,0.806519541512014,0.813589620325639,0.248084029542447,False
Q99584,3,Protein S100-A13,S100A13,1648867.96572492,7564443.13971488,4408252.95333322,13705700.2804846,3490031.60159951,4362543.66080236,5168221.00616846,8338645.34167968,2843161.61598239,7557185.69756655,2498650.7049643,3056340.58078615,4761639.22307255,8683886.00408998,4269384.43848034,9056846.44350111,14752941.2120048,8891848.43388843,6254753.58455417,10896992.1837488,0,1.23755169315255,0.34889745307781,0.63152204513882,0.958502497191677,False
Q99598,3,Translin-associated protein X,TSNAX,1383638.39842841,3123984.93269241,2165555.62863342,1471525.26513027,3266355.03784791,2313912.25791113,1968056.17040916,3782268.49586511,3307185.06944569,2604068.01198887,2433637.94428356,1047633.15951719,3209024.06300364,2142229.06143149,1405280.01636606,2329799.31914291,1891998.74492197,1780411.93925868,1340835.54521613,4157278.5189289,6,0.85628527462651,0.370382649829581,0.647421492064222,-0.91572160262634,False
Q99614,2,Tetratricopeptide repeat protein 1,TTC1,1167350.29792485,1405608.60390065,1211628.9185714,1166173.50414944,992284.071966776,1049993.10544702,529777.696276737,257868.283976825,2578281.21148145,879545.943916119,1264204.92293707,1809757.20468623,2223842.16712104,1843189.56738169,3114508.28628221,1250095.67463109,2517915.85712069,972609.702930203,2614483.63677989,3620548.96907644,9,1.88914303544372,0.00888113812771149,0.181482743058785,2.88890335005559,False
Q99623,6,Prohibitin-2,PHB2,8076940.83942927,23226296.8401259,11776279.3166352,11263967.0838273,12152800.3255683,4005077.70866304,7411479.90640809,13101021.7361941,13959323.250831,6686228.71547848,1467321.14486136,4036349.60142411,6693891.29289597,7576614.09591002,8868217.21227918,3758825.5158682,9025159.80216086,7796780.22153972,4790448.93990776,9418792.65927978,1,0.568088235777591,0.0222519721284347,0.244466286728116,-2.47151619790682,False
Q99627,6,COP9 signalosome complex subunit 8,COPS8,5773473.30732404,2452091.48355781,6074238.81000552,1318903.42919932,2287225.5950781,802169.513451944,8527303.39176356,10354074.8571166,10087283.8671278,8348116.00442446,1602618.17756932,1630012.24354521,2239830.41067903,7713064.24130879,3098751.4330353,14398315.4497675,7534069.85632653,19241293.2923833,5458331.41273286,9171209.17359187,1,1.28670503814769,0.495587406666264,0.709261894965122,0.693720202405391,False
Q99685,14,Monoglyceride lipase,MGLL,74345200.4323158,80756701.3223719,80189827.5787115,78791563.2449469,118153762.917227,82841905.4056164,165221168.722819,78846563.4043922,95961427.0505795,50989663.0118461,66219519.0245725,81186836.1728609,66175716.3227778,78598341.4560327,60859038.6876218,83594103.2908834,106666690.780312,109949032.518883,49314116.0784048,47317651.3250231,0,0.827593952497514,0.212463078194743,0.555931941352656,-1.28662116062628,False
Q99714,14,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,63449772.7156409,51881979.6296134,47046678.0702928,67664869.3421623,26545323.2490251,81572536.5143461,82713432.8800923,75631630.8894606,83381496.8412542,100040012.927282,18097529.6961647,32978940.048628,27861730.407799,68205197.60818,67050470.1056523,66467248.5029311,72641946.02497,48505475.4181454,68549435.5317417,83176103.4626039,0,0.814107220360499,0.135725848979026,0.486433579823015,-1.55253382232333,False
Q99729,4,Heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,2116280.72776385,546853.506677453,1278299.83435554,501619.147804406,2288144.30086183,1083221.00132978,1217510.81108547,1196411.71823027,555711.532625101,9114.05049821851,1243100.76671091,738848.134082866,755522.771096146,367024.136192229,1581756.77273149,211263.448785122,921183.772965186,780826.070679771,902651.232727437,425982.9855494,8,0.734553663665216,0.910025787466124,0.826708499711055,0.114399848368304,False
Q99733,10,Nucleosome assembly protein 1-like 4,NAP1L4,16145668.7414377,16283253.9920413,19722447.4609995,15033034.6609606,9502620.40824869,25923245.1525453,20982756.6583829,10968896.3530277,15651871.2555027,17011003.5980875,12815670.0775361,14218651.4407491,8151040.83966576,14601312.197546,9509188.65536924,14346933.3741662,16523689.0530612,15081956.003731,15687589.9570447,13190956.0618652,0,0.802075942320251,0.1522602143394,0.506147554975687,-1.48648166371482,False
Q99798,32,"Aconitate hydratase, mitochondrial",ACO2,188752626.489518,246165400.28424,278383080.308325,243265371.066709,199543910.544405,212224684.015925,187424836.828792,152417340.117615,235814922.39691,151797265.132377,108659653.607837,185547112.25686,123208236.217853,180358808.433538,175276922.586084,119176190.644835,164563773.003601,181349146.760397,174403272.069995,175299728.070175,0,0.757634720110078,0.00958862073664446,0.181482743058785,-2.85480281040084,False
Q99829,8,Copine-1,CPNE1,8807046.82044356,3483127.21667833,4176527.47730199,3133719.73605529,9402969.92773579,15898281.641343,4472417.60033727,7487512.56689332,14355594.4106549,11266422.0944837,4552000.39631413,3623707.10598298,3219072.30779632,12961617.1730061,15016714.819169,10332330.9084294,7431845.74122449,7587070.02416052,4423084.00135648,6536336.77469991,0,0.917561325731428,0.799166156914519,0.812593916944395,-0.257729944932983,False
Q99832,11,T-complex protein 1 subunit eta,CCT7,3009920.78624603,17145515.3463355,2911334.50398783,5266642.31992598,2302049.63350151,20299291.0261232,6029660.29249135,6303723.58049251,16005324.9806846,11751917.2575466,5795740.09148265,3738532.89379993,9834874.94131805,6555951.7197955,11592851.7994153,3495265.69278351,14153417.8679472,5324989.22517973,11757875.2934527,9375648.08402585,0,0.896729547887711,0.830592517095592,0.818226127002315,0.216668812607291,False
Q99961,5,Endophilin-A2,SH3GL1,2115952.01114043,3499391.67255554,2230040.78844854,675611.037879883,579847.523958036,3444008.70029594,1565222.56294791,1660103.90788386,773853.768762914,4774658.19981446,3718775.18545334,2036027.57337617,1706592.62311164,3273896.85967188,2400134.268649,3040232.0762078,3786959.20696278,1444755.28924379,3825006.78255562,3663372.6966759,8,1.35541875821116,0.0921284813689506,0.423185026411948,1.76628027644834,False
Q9BPX5,3,Actin-related protein 2/3 complex subunit 5-like protein,ARPC5L,994435.473575129,1080728.14102676,1403021.09124915,542771.990854804,1121781.70750937,1020611.1461193,1038023.55751309,1462004.30019296,1231492.67221039,1364388.12377792,1088564.29777231,2435789.22647235,1452324.3686682,1394237.64813906,973947.000603286,1131690.21512027,2202979.04240096,2701570.78278278,1788049.46782891,1680182.51292705,10,1.49648709154623,0.0379870280075814,0.300084413217238,2.21702096531553,False
Q9BR76,8,Coronin-1B,CORO1B,9874366.34967819,5495588.00594717,697504.620671493,6762241.2869029,6608432.79550111,16200701.8160657,13549462.9129316,9651667.05871543,15752618.1605426,21121040.2601156,4192190.97102773,3527004.58738567,11463263.3149317,13327777.5071575,7941598.59473131,11400775.8334344,15817364.3947179,17196066.1038311,19200670.3563031,6570586.92982456,2,1.04657559900141,0.534995733797012,0.727049936758826,0.630948076151957,False
Q9BRA2,4,Thioredoxin domain-containing protein 17,TXNDC17,19533505.4275338,6559479.57455833,16066091.3321183,12485374.1277506,26815038.3925621,20978410.0149742,21877704.6556315,12583232.1244142,19270364.2615219,19979326.3601656,22589329.1192097,16937141.8236946,9776750.69647638,18035880.8433538,9743083.96319958,20733423.1239135,23060108.9853541,20267733.7150787,22150914.2037439,8219373.46722068,0,0.973688191277575,0.881874438884417,0.825812662811676,-0.150443529587111,False
Q9BRF8,7,Serine/threonine-protein phosphatase CPPED1,CPPED1,7351424.44109132,4040859.11067868,3130715.8717207,13026900.6135963,13593025.5659962,33014202.4072274,22964249.4901038,29084663.2514013,17650018.2054622,18623541.1039749,1772515.25419226,23454756.3288758,13038278.9744179,14896380.8593047,19110605.4976333,14495790.2696584,27212795.3819928,17542181.4742015,18001473.5589618,15379381.6712835,0,1.01492223767387,0.742019403714078,0.798823546685696,0.333634333317538,False
Q9BRG1,5,Vacuolar protein-sorting-associated protein 25,VPS25,4002276.03047191,4888143.91145452,5845366.704113,4380933.8385464,3929806.43054426,4991815.86895843,4827327.93214698,3301230.78356152,4710001.76637319,5059019.65246557,2831622.47557319,2094876.85744485,2697499.87357912,1323069.53308793,789794.199215729,5117654.72989691,5460778.12412965,4463187.46514697,3276660.7033994,2127160.31255771,10,0.65705231018199,0.00778200413667103,0.176846314359072,-2.94742805201271,False
Q9BRP8,2,Partner of Y14 and mago,WIBG,1112386.9109603,1129521.50865839,4829450.00471691,4391012.36746378,1158415.31025675,739815.248479515,689889.616006923,4019610.20182854,1098728.95521516,2426075.34849782,1068289.06789043,1259607.78524806,1580474.03147732,578831.454327198,2241087.11822851,246399.721071356,983918.326482593,1088435.04308854,4732306.06488515,345156.602031394,4,0.654066545139057,0.171076881360608,0.521118528909864,-1.41809598162678,False
Q9BRQ8,4,Apoptosis-inducing factor 2,AIFM2,6720477.60158451,8604632.73744971,6479563.0748909,5595341.33059596,1639980.94131566,2682254.72510627,4895340.66224372,3128720.11522558,5326488.86946366,2785328.43138514,2237366.06840445,4260669.29272159,1495713.71965169,4378941.24875256,4181926.67504563,6162222.1021225,628467.397719088,5423806.43902994,5710176.38481143,2470524.75530933,3,0.772069766410932,0.26263253240683,0.587927183588789,-1.15162848885656,False
Q9BRT3,2,Migration and invasion enhancer 1,MIEN1,1043876.42403779,506993.330138184,1777551.5949638,1881723.47147442,1632018.08166392,443350.628952019,569075.78349605,116986.843374377,700463.953322171,1653903.42812695,1472953.34931928,2332627.04650052,1357125.30282052,539387.650635852,957539.635066361,1159249.4989105,2566283.00897959,1891388.68609519,687252.163166938,1380629.06382393,7,1.38916461729407,0.103519784709657,0.437355574810954,1.7032788601682,False
Q9BRX8,11,Redox-regulatory protein FAM213A,FAM213A,117348382.324812,94595383.0767885,123481709.162807,102358233.845531,72193067.1219899,71655011.7494269,127540457.402148,49761041.4637508,101334595.319378,65799266.1521444,47589800.3121368,43625684.4737756,76895848.7844452,91677680.3231084,51316746.1846054,96855212.5085911,133860638.871549,101487489.68059,25205950.4422138,68520223.1301939,0,0.795876710027311,0.120444812454854,0.468473175942793,-1.61980646153383,False
Q9BS26,9,Endoplasmic reticulum resident protein 44,ERP44,15935514.1662574,10373290.1504285,8302115.97605632,8860605.5243906,14875510.7790434,24813044.7742869,16355402.7411911,12715470.2673895,20815150.1388015,23561186.9656747,8288029.35339532,17052102.8597893,22732897.5857919,15974222.3439673,15785764.9042477,36005989.4776632,20554316.8048019,8086683.73446173,25109609.0504612,11814312.2299169,0,1.15833641349698,0.543317271272492,0.730408413405023,0.618021701375289,False
Q9BS40,3,Latexin,LXN,1499102.63628609,6258954.93003323,6551283.90664972,760131.321517794,4060757.08090066,8824832.92309221,3709845.59971598,13354335.0620233,3253705.2540203,15059019.6114322,6952746.94114229,6013003.1808643,1641638.72356444,2885098.81660532,2812959.70029081,2396369.33179705,24985225.112605,18467423.5453635,20264651.1652198,3827122.95383195,2,1.42497133528539,0.499183700514238,0.712046075963366,0.687878011762214,False
